PhraseNo,Phrase,IsHateSpeech
1863,"මේවනෙ අප්පා නිර්මාණ කියන්නේ. ගෑනු නිරුවත් වෙන චුයින්ගම් සින්දු වලට වඩා කොච්චර රසවත්ද, අරත්වත්ද....ඉතාම ලස්සන නිර්මාණයක්. ඉදිරියටත් මේ වගේ නිර්මාණ කරන්න. ජය වේවා...",NO
1864,හතර කේන්දරේ පාළු melody එක ලගින් යනවා වගේ දන්නේනේ මට විතරද?,NO
1865,බොහෝ දෙනා ජිවිතයේ තමන්ට මග හැරුණු දේවල් ගැන දුක් වෙමින් තමා සතු දේට දියයුතු වටිනාකම දෙන්නේ නෑ. තමා සතු දේ තමාට මගහැරුණු දේට වඩා වටිනවා කියල හිතන්න තරම් ගොඩ දෙනෙකුට වාසනාව නෑ.,NO
1866,"මට නං හිතෙන්නේ..ගැහැණු ළමයා දන්නවා..එයා බැදලා ඉන්නෙ, එයා ලියුම් යවපු කෙනාවමයි කියල.. මොකද විවාහ වුණු මොහොතේ ඉඳන් එයා ලොකූ සතුටකින් ඉන්නෙ.. ඒ සතුට, පතපු ආදරේ ලැබුණු කෙනෙක්ගෙන් දකින්න ලැබෙන සතුටක් කියලායි මට හිතෙන්නෙ.",NO
1867,"මට අනුව නම් සඳනාරී කියල කියන්නේ බොහෝ කාලයකට පස්සේ අහම්බෙන් වගේ ඇහිල වරක් දෙවරක් නෙවෙයි හැමවෙලාවෙම හිතේ රීපීට් වෙච්ච සින්දුවක්.සින්දුවේ music සින්දුවේ වචන සින්දුවේ ෆීලින්ග් එක perfect. නමුත් රූප රචනාව තුළ මම සින්දුවකට එහා ගිහිපු පරිණත බවක් දකිනවා.you tube එක ඇතුළෙ මම දැකපු පුදුමාකරම,මාව කරකවල අතඇරපු වීඩියෝවක්.පුදුමාකාරයි.භාවාතිශයයි.අද්විතීයයි.පරිපූර්ණයි.",NO
1868,සින්දුව තුළතිබුන හැඟීම සම්පූර්ණයෙන් ම වෙනස් වෙච්ච බවනම් කියන්න ම ඕන. සජානා අක්කේ රඟපෑම ගැනනම් කියන්න වචන නෑ.කුමුදිත අයියටත් එසේමයි. හර්ශ අයියේ මේ කියන්නේ ඔයාට singing නම් Perfect. වෙනස් වැඩක් .අගයකරනවා හදවතින්ම .ඉස්සරහටත් අලුත් දේවල් කරන්න. හිතට දැනුනා මාරම විදියට.ස්තූතියි. මම සෙන්නාත් හිරුන,NO
1869,වචනයේ පරිසමාප්තාර්ථයෙන් ම සුපිරි වැඩක් ගොඩක් කල් ආසාවෙන් බලන් හිටිය සින්දුවක් trailer එක දැක්ක දවසේ ම හිතුනා සුපිරි වැඩක් කියලා,NO
1870,කාලෙකට පස්සේ හරිම කලාත්මක රූප රචනයක් එක්ක හදවත ට ලන්වෙන වචන වලින් කරපු ලස්සන සින්දුවක්... ගායකයාගේ දක්ශතාව වගේම සජානා අක්කිගෙයි ඔය ඉන්න අයියගෙයි භාවපූර්ණ රන්ගනය නිසා තවත් ලස්සන වෙලා... සමාවෙන්න ඕනෙ මන් මේ අයියගෙ නම නම් දන්නෙ නැහැ,NO
1871,හරිම ලස්සන සිංදුවක් හිතට මාරම විදියට feel වෙන සිංදුවක් මම අහපු ලස්සන සිංදුවක් මම wish කරනවා harsha withanageta නියමම නියමයි,NO
1872,.gdk lassanayi..deweni kotasak karanna..denna ekathu wena ekak...me dennam dala e song eka karana,NO
1873,"aththatama supiri video ekak, song 1th patta, supiri wenasak. ජයවේවා .",NO
1874,Ammo ekadigata 25 parak song eka ahuwa marama lassanai ayiya wish you all the best. Wow suberb,NO
1875,lassanai...... eth ai eyala anthimedi hambenne naththe.....ekata dukaaaaaaaaaaaaai.....,NO
1876,"social media , internet තිබුනේ නැති කාලේ මිනිස්සු කොච්චර අමාරුවෙන්ද ජීවත් වුනේ කියල මේ video එක බැලුවම තේරුණා . :P",NO
1877,Sinduwa maru athtama hithta wadinwa dn tiyenna adana sindu wage neme kiyka wedak ne.api machan team ekath oyth suba pathanawa..ela,NO
1878,ලස්සනයි ගොඩක් ලස්සනයි සිංදුව. මේ වගේ හොද අහන්න පුලුවන් ගීත තව තවත් රටට දායද කරන්න ඔබට ශක්තිය ලැබේවා. ඔබ වගේ නිර්මාණ කරැවන් ගායකයින් තමයි රටට වුවමනා. ඔබට ජය වේවා!,NO
1879,සින්දුව මං ගොඩාක් කල් ඉඳන් ඇහුවට වීඩියෝ 1 දැක්කෙ අද...පුදුම ලස්සනයි..සජානා අක්කි තමයි ලංකාවෙන් මං ආ.......සම actress...ඒක නිසා මට තවත් මේ සින්දුව ලස්සනයි...අනේ හර්ශ අයියෙ මෙහෙම නවත්තන්න එපා සඳනාරි 2 ත් හදන්න...ඒ දෙන්න ආයිත් meet වෙන 1..plz...,NO
1880,"සඳ නාරී මිලියන 1.5 ! සුබ පැතුම්! හර්ෂ, ඔය සවන් වශී කරන කටහඬ අපේ හුස්මේ සැමදා රඳවන්න තව තවත් ගීත නිර්මාණය කරන්න ඔබට ශක්තිය!",NO
1881,Fatta sinduwe theruma nm kiyala wadak na me wage kathawak dala sinduwa haduwat godak thx meka nm matama gahala wage,NO
1882,hama welema bala adana thanata watenawa bun.. sajana we love you.. you are tha best.. ai yako ape sajanata uba gahuwe.. ahuwena epa uba..,NO
1883,පට්ට සින්දුව මමත් මගෙ gf ට ගොඩක් අදරෙයි,NO
1884,Ada kale hadena godak pissu aklpa darana e pissu sankalpa darshnika lesa sadarnaya karanna u sindu athra me wage sinduwk ape pinkata aiya dunna kiyla kiynn puluwn...attma pattai aiye...supiriytma wade karala tinawa....හදවතට දැනෙන්නට niymatema hoda kolitiyak tinwa...,NO
1885,"Lassana voice ekak thiyena,eh wagema lassana roopa rachanawak thiyena meh wage dewal thamai api hamoma age karanne one....harsha withanage kiyanne danata lankawen bihiunu ragadhari shayiliyen,rock shayiliyen goda nagunu best artist kenek........",NO
1886,"hodama nirmanayak.music , singing patta.thanks widinna puluwan song 1k apata dunnata.",NO
1887,Den thiyena songs ekka baladdi methakadi asawen balapu ekama song eka,NO
1888,Patta aah eth kellata gahapu kammul paaranam darunuwatama thibba,NO
1889,sadarai..............sarasaviyedi api hamuna mata adawage mathaki oya dakal nathi unata api hith athulen daranna bari adare kala........mathakada sadanari.........husme hamada raduna........sarasvi wase api thmuna.........hina mauna........hagun katha kara......oya das walin adare kiwaaaaa.......sadanari hamada adare raduna......,NO
1890,ahpu lassana sinduwak. ..hoda nirmanyak. ...harsha aiye digatma oywage wenas nirmana karna. .jaya wewa. .,NO
1891,ubata ekak kiyannam .... parissamin hitapan. kasun kalhara dawasaka beelama marunama e thanata enna ona ekama eka uba.. adarei palenna,NO
1892,Supirima song ekak Kaalekata passe apu supirima sinhala song eka ....keep it up .... Digatama me wage lassana nirmana balaporoththu wenawa ....good luck,NO
1893,ඒ සිංදුවනම් හිතට වැදුනා. මාරම මාරයි. කොච්චර ඇහුවත් එපාවෙන්නෑ. සදනාරී 2 ඕනේ..... මම අහපු ලස්සනම සින්දුව.,NO
1894,මේ Drama එක අපේ ඉස්කොලෙ කාල හුගක් දේවල් මතක් කරනවා. ඒකයි මේකට හුගාක් කැමති....... මං දැනට බලන එකම කතාවත් මේකයි.,NO
1895,එකෙන්ම සුපිරියි සනුක සහෝ...ඇගට අමුතුම ගැම්මක් එන බීට් එකක්...ලිරික්ස් ටික ඊට දෙවනි නෑ වොයිස් එක ගැන ඉතින් කියන්න හෙයක් නෑ...දිගටම මෙ වගේ පට්ට සෝන්ග්ස් කරන්න. අපි උඹ එක්ක ඉන්නව සහෝ....,NO
1896,"සංගීත වීඩියෝවක් නොමැතිව චිත්ත රූප මවන මෙම අගනා කලා නිර්මාණය පිළිබඳව කිසියම් විචාරයක් මාගේ සිතුවිලි වලට අනුව පැවසීමට මට අවසර. සිදුහත් යශෝදරා ,රාම සීතා,සාලිය අශෝකමාලා වැනි සාහිත්‍ය කෘතීන් සහ අතීත කතා වස්තූන් අනුව මෙයින් පළමුව හුදෙක් සත්‍ය ප්‍රේම භෘංග රාජයකුගේ ප්‍රේමකලම්බනයක් දෙස දකිනු රිසි වෙමි. එනම් සිය ප්‍රියම්බිකාව සමග සංසාරයේ සැරි සරණ ඔහුගේ පරම පිවිතුරු උත්තරීතර ප්‍රේමය මොනවට පිළිබිඹු කරන නිදසුනකි මෙය. ඇය සමගම උත්තරීතර ප්‍රේමයකින් වෙලී සිටින මෙම සත්‍ය ප්‍රේම භෘංග රාජයා තමන් ස්වප්නයකිනිදු වෙනත් ලලන ඇසුරක් හෝ පහසක් නොපතයි",NO
1897,"තමන් උපනුපන් ජාති ජාති දක්වාම එකී උත්තරීතර ප්‍රේමිය සමගම මනෝරථ පූරණය කරනු රිසි ඔහු, ඔහු හා සංවාසවම පමණක් වෙසෙන ලෙස ඇයගේ සිතට ආමන්ත්‍රණය කරයි.නිරතුරුවම තමන්ගේම කියා පවසන ලෙස අයදියි. ආදර දේදුන්න, එනම් අනංගගේ ධනු හීසර ඇය වෙතටම හෙලන ඔහු ඇගේ අකලංක ආදරය අපේක්ෂාවෙන් නිරතුරුවම බලා සිටියි.",NO
1898,ඉතාම ඉහල මට්ටමේ නිර්මාන හැකියාවක් විදහා දැක්වීමක්. මෙහි එන කට හඩ මෙන්ම එය ඉදිරිපත් කිරිම නියම සින්හල ගතියක් පෙන්නුම් කරයි හාස්යය මෙන්ම අප රටෙහි පවතින ක්‍රමය ඉතාමත්ම සරලව පාටකයාට ඉදිරිපත් කිරිම මහගු හැකියාවකි.,NO
1899,"උබ කොහෙද බන් මෙච්චර කල් හිටියේ ? උබ එන්න තිබුනේ මිට කලින් බන් ..... මේ ඒක නෙමේ , උබට කොහෙන්ද බන් හැමෝගෙම නම්බර් ?",NO
1900,බොක්කෙම්ම සතුටුයි ඩෝ... එක එක විදියට සිංදු ප්‍රමෝට් කරලා වීව්ස් ගන්න උත්සාහ කරන අයට සංසාර සිහිනේ සිංදුව පට්ටම ආදර්ශයක්... නොහැකියි කියලා කියපු අයට කලහැකියයි කියා ක්‍රියාවෙන්ම ඔප්පු කෙරෑ සනුක විකි සහෝදරයට අපගේ උත්තම ආචාරය #westnahira #onelove,NO
1901,පට්ට්ම සින්දුව. මෙච්චර දවස් ඇහුව අද තමා සින්දුව අපේ සනුක අයියගෙ කීල දන්නෙ. පට්ට්ම සින්දුව,NO
1902,අනුන්ගේ කුනු vikunala salli hoynna epa bm.eki ka ekka nidagttat apita mokada,YES
1903,ඔය මැද ඉන්න කොන්ඩයට අල්ලන් ගහපන් ඕක තමා මිනිහා,YES
1904,"මුන් modelingනුත් කනවා , music industry එකත් කනවා, අපි data කපාගෙන මේවා බලනවා....",YES
1905,මළගෙදරක නයිටක් ගහද්දී නිදිමත යන්නත් එක්ක කයිවාරු ගහන්න ෆිල් ටී තමා කියාපු පොර. මීට වැඩිය ඩිවෙලොප් කරලා ඊළඟ ස්ක්‍රිප්ට් එක ලියන්න.,YES
1906,කවුද හුත්තෝ ඉන්ටවල් එකේදි කැමරාව ඔන් කරන් හිටපු පරයා,YES
1907,ෆිල්ටිගේ තාත්තා එදා කොන්ඩම් එකක් දැම්ම නං මේ වේසිගෙ පොන්නයා නෑනේ අද,YES
1908,මගේ අම්ම දවසක් කියාදුන්නා කෙල්ලෙක්ගෙ ලස්සන වාසනාවට වගේම අවාසනාවටත් පිහිටනවා කියලා...අපරාදේ...මේ ගෑනූ ලමයා ලස්සන නිසා නිකන් නාස්ති වෙලා,NO
1909,කාගේ දරුවොද බන් මුන්? ගෑනි ඉස්සරහා මිනිහට කියනවා සමනලයෙක්ලු. ගෑනිත් ඉන්නවා ගල වන වනා.,YES
1910,ඉරාජ් .......ලංකාවේ වගේ රටකට හරියන youtube මාර්කටින් ප්ලෑන් එක ඔයා හොදටම කරගෙන යනවා...,NO
1911,මම මේ අවස්තාවේදී ෆිල්ටිව next සුපර් මෑන් Move එකට යෝජනා කරනවා,NO
1912,# අනේ fill t උඹත් හුකාගනින්..තොගෙත් පඩ විතරයි...බඩු ෆොම් කරන පොන්නයො...බලපන් මේ හුත්ති කතාකරන විදිය වැරදි කර කර..මුන්ව ලංකාවෙන් පිටුවහල් කරන්න ඕන..කවලම් බැල්ලියො,YES
1913,වේසියෙකුයි අවජාතකයකුයි මැද පොන්නයෙක් දෙන ආතල්,YES
1914,වීඩියෝ එක බලන ගමන් කමෙන්ට්ස් බලන්ඩ ආපු අය ලයික් කරන්ඩෝ,NO
1915,පුකේ ඉන්ටවල් ඕයි...ඇඩ් දාන්නද දන්නැ ඉන්ට වල් ....ඇයි දන්නැ නිවේදක අයියා මෙච්චර පලල් කරං ඉන්නේ සරං ඇදං,YES
1916,පියුමි හන්සමාලී ඇතුලුව .... මේ වේස කන්ඩායම ලංකාවෙන් පන්නා දැමිය යුතුයි ...,YES
1917,"විශ්ව හසිනිට ගහනවා , පියුමි විස්වට කියලා දිව දාගන්නවා එතනට කව්ශි ආපුහාම ඌ පියුමිටයි කව්ශිටයි දෙන්නටම ගහන්වා.....පස්සෙ ෆිට් ටි හසිනිට ගහනවා එතනට ව්‍යාපාරියා එනවා...පස්සෙ ඌයි ෆිල්ටි දෙන්නම හසිනිට ගහනවා අන්තිමට ඉරාජ් එතනට එනවා ඌ පියුමිටත් ගහලා , හසිනිටත් ගහලා කව්ශිටත් ගහලා ,විශ්වටත් පුකේ ඇරලා ඇරලා මදි වෙලා අතෙත් ගහලා නිදාගන්නවා....වට පක් අයිසෙ",YES
1918,ස්ට්‍රේට් වේසාවි චැනල් එක රිපෝට් කරන්නත් අමතක කරන්නත් එපා මේ වගේ ගොබ්බයොන්ගේ ඒවා දාන චැනල් අන්සබ්ස්ක්‍රයිබ් කරපං බං පක්කු වගේ බලන්නැතුව අනාගත පරපුර වෙනුවෙංවත්,YES
1919,"ඔය ෆිල්ටී, හසිනි ,පියුමි ඔය ඔක්කොම සෙට් එක ට්‍රිපර් එකකට යට වෙලා කෑලි සවලකින් ත්‍රී වීලර් එකකට දාන්න පුලුවන් වෙන්නම හැඳි ගෑවිල ගියානම් හරි",YES
1920,"අනේ පකෝ ,කව්ද බන් පිල්ට් කියන්නේ, මු ව හදලා තියෙන්නේ මුගේ අම්මා ට හුකනකොට, රැප් කරලා හුකලා තියෙන්නේ , ඒකනේ මු නිකන් ඉන්නකොටත් රැප් වෙන්නෙ, මුමොන පකෙක්ද ,පොන්න හුත්තා",YES
1921,"ටව්කන්න යකෝ මෙන්න සම්මාන දෙනවනම් මිනිස්සු :V :P හොදම නළුවා, නිළිය, ප්‍රසන්ටර් And ඩිරෙක්ටර් ඉරාජ් උබ අනිවා සම්මානයක් ගත යුතුයි සහෝ.",YES
1922,හුත්තියේ සිංහල නමි සිංහලෙන් කතා කරපිය නැත්නමි ඉංගිුසියෙන් කතාකරපිය පුක නොදි...,YES
1923,මේ වගේ පට්ට බඩු ගෙන්නන වෙලාවේ නරකද මේ නාස්ති කරන සල්ලී අහින්සක කන්න නැති දරුවන්ට කෑම ටිකක් අරන් දුන්නනම්.මුන් වගේ පට්ට ගොන්නු තවත් පුම්බනන මේ උන් ගැන කවර කතාද,YES
1924,නොදකින් හුත්ත අප්පිරියයි මේ කාලකන්නි වේසියොයි මේ මෙලෝ හුත්තක් නැති බොරු පඩ දාන රැප් පකයයි.අපිව අන්දන්න මුන් කන කට්ටක්.ඇන්දුනා වගේ ඉමු.කොහොමත් අපේ මිනිස්සු හරි මෝඩයිනෙ.ඒකනෙ තොපි වගේ හරක් අත් දෙකෙන් අනාගෙන තාම දත් වලින් බත් කන්නෙ.හරි හමන් මිනිස්සු හිටියනම් අද තොපිට අනන්ඩ අතුත් නෑ කන්න දතුත් නෑ.ඔය චැනල් එක කරන උන්‍ටත් කියන්නෙ හරි අපි ඇන්දුනා ඈ.දැන් මේ උබලගෙ ඇක්ටින් වලට හොදට අහුවෙලා ඉන්නෙ.අනෙ මේ නොහුකා ඉදින් ගොන් පක්කු..අම්මප සල්ලි තිබ්බනම් මේ රට දාල ගිහින් මෙලහට.,YES
1925,"ගොන් ගහ ඇත්ත පිළිගත්තා බඩුව කියලා, එයාට Room යන්න ඕනෑනම් ඊයේ වගේ දවසක යන්න නෑලු වෙන දවසක යනවලු, හම්මේ චාමර මෙහෙමත් වැස්සියෝ.",YES
1926,Nice scrept අම්‍මැ මුන්ගේ ස්ක්රිප්ට්‍ අනේ තොගේ හිනා වෙලා ඉවරයි නකියො ඇක්ක බුදියලා අපි මොඩයො මුන් අපිව ගොනට අන්දලා අම්‍බ කරගන්නවා මෙවාගේ මොඩ චනල් අනුන්ගේ ගු හොයන චෙනල් block කරපියව්‍ අනුන්ගේ රෙද්දවල් හොය හොය ගොං හුත්ත වල් ප්‍රරසිද්ද කරනවා බොරැ බන් මම නම් block කරනවා මෙවා මොන විසෙසද,YES
1927,"පුන්චි පුන්චි ඉන්ග්‍රීසි වචන එහෙන් මෙහෙන් දාන්නා එපා පුල්වන් නම් ඉන්ගිලීසියෙන්ම කියන්න බැරි නම් සින්හලෙන්ම කියාපන්,රගන් නැතුව ගොන් හැත්ත...",YES
1928,ඔයා සමනලයා අල්ලාගෙන ගහගත්තේ යකෝ අර කෞශි ගොන් බල්ලිට සහ පියුම් belliට දෙන්න තිබුණේ ....,YES
1929,අනේ ඕකට හරි පිරිමි කම ගැන කියා දීපන්කෝ හරි පිරිමි කම කියන්නේ බල්ලෝ අනුන්ගේ ගෑනූ එක්ක හැමනෙන එක නෙමේ ඒක තිරිසන් කම නෙදකින් පොන්නයා ඉංග්‍රීසි වචන දෙකක් දැනගෙන පොශ් වෙන්න දගලනවා සික්කේ අම්මෝ රැප් කියනවා නම් ඒක කියන් පාඩුවේ හිටුකෝ කොහොමත් ඔය වේසිට එක මිනිහෙක් එක්ක ඉන්න බෑ බන් දවස ගානේ නාකියෙක් හරි ඕන ඕකිට නෙදකින් ඕකී නම් මොනා උනත් විශ්ව කියන කොල්ලා අහිංසකයි ඕකිට ගැලපෙන්නේ නෑ ඒකා කොහොමත් ඕකී මොන බඩුවක් ද බන් ඕකුන් ෆෝන් කරන උබලත් පව්,YES
1930,මුන් මෙ මිනිසුන්ගෙන් අතල් දෙන නුගත් හැත්ත.මුන් මෙ views ගන්න අතල් දෙනවා.මුන්ට තමා කියන්නෙ මනසික පිස්සො කියලා.තොපෙ ලමුන් ට පවා සදාචාරාත්මක රටක් නැති කරන තොපිට අත්මයක් ලැබෙද නැවත.,YES
1931,අපේ රටේ ලොකුම හෙනේ මේ වගෙ දෙලොවටම නැති අපතයොන්ව පිලිගන්න ගොබ්බ පරපුරක් බිහිවීමයි.,YES
1932,ගෑණී ඉදිද්දී මිනිහට ප්‍රසිද්ධියේ කියනවා සමනලයා කියලා ... අරුම පුදුම රටක් ඕයි මේක,YES
1933,ඔක්කොටම ඉස්සෙල්ලා මුන් තුන්දෙනාගේ ඔලු බලන්න ඕනෙ.හශිනි හොඳයි ඇමරිකාවට සිංහල දන්නෙ නැ.පඩ ⁣බේරෙනවා.රටෙ මෙච්චර අවුල් මේක තමයි ලොකුම අවුල රටේ,YES
1934,Ane munga magul api daka katitya කෝමද හිටියේ කියලා tawat ටිකක් wala හිටියා kiyana 18+ VIDEO Blana පුළුවන් wala tibuna nodakin wasa hatta mawa balana අපිට පිස්සු akai ma masa balliyo ටික මරණ ona nodakin,YES
1935,අනෙ පලයං හුත්තො අනුන්ගේ පවු කඩන්න එපා ... ගොං වෙසියෙ තොපිට ලැජ්ජාවක් නෑ... තො මොකටද ඌ බැන්දෙ.. කලින්ම යන්න එපැයි ඔකත් එක්ක,YES
1936,කරාට් මරාට් ගුජරාටි .. ඉගෙන ගත්ත එවුන් වරෙල්ලා බලන්න පිලිවෙලට .. ටහුකන්න මේ හුත්තිගේ පුතාලා promote කරන්න එපා හුත්තෝ ...මොක්කුද මේ... සත්තූ..,YES
1937,Dulip kumara මම දන්නව ප# උබ මේකෙ comment කියවන්න එනව කියල එදා ඉල්ලන් ගිය ජොකා. ගෙනත් දීපන් හු*## cll ගත්තට ancer කරන්නෙත් නෑ.. උබ අහුවෙයන් ..,YES
1938,මේ ගනිකාවෝ ටික පන්නන්න ඕනි ඔයාටත් ලැජ්ජා නෑනේ මේ වගේ ජරා මිනිස්සු ගෙන්නන්න,YES
1939,අනේ හුකේ නන්නානේ ...මේකි හොර පූසි වගේ ඉන්නවා අරු කියන ඒවා අහගෙන..මිනිහා තමයි මේකිව වේස කමේ යවලා හම්බකරන් කන්නෙ නැත්නම් ඉතින් අර වගේ කලු අවතාරයක් කර ගහයිද ..ඌ පියුමිගෙ හොර එක මේකි හතර අතේ යනවා ..පට්ට වේසියෝ නොයිස්ලටත් ඕන්නැති පඩත්තරයක් නෑ අනුන්ගේ වේසකන් හොයනවා ඉරාජ් කියන්නෙත් ඉතින් බඩු කාරයෙක්නෙ ඌටත් කසාදයක්වත් කරගන්න පුලුවන් උනාද..?,YES
1940,ඉතින් අනුන්ගෙ රෙද්දවල් හොයන් උගේ ගාන හොයාගන්නවා...නෙදකින් කාලකන්නි...මේ වගෙ ගොං හුත්තවල් ගෙනල්ලා උන්ගෙ වේසකන් පෙන්වනවට හොද නැද්ද අයිසේ කුඹුරක් හාලා අස්වැන්නක් ලබාගන්න එක ... තූතූ..මටනම් ඔය හසිනි පියුමි කවුශියි කියන වේස බඩු පේන්න බැරි කෙනෙක් බව කරුණාවෙන් සලකන්න,YES
1941,ලංකාවේ ඕන තරම් news තියෙනවා නෙ.. ඕන තරම් ප්‍රශ්න තියෙනවා.. ඒත් ඇයි මුං මේ රට හරක්ගෙ ප්‍රශ්නම මේවගෙ දාන්නෙ.. ( හේතුව මිනිස්සු බැන බැන හරි බලන්නෙ මේ වගේ ජරා ගොසිප් ),YES
1942,"patta song ekak, nahen adagena kiuana ayata hoda padamak. lassanai sinduwaaaa godaaak. huga kalekin ahapu pattama patta song ekak. best whishes.",NO
1943,kollek welath mama ubata adarei sanuka. kalekata passe aupiri sinduwak uben ahuwa ban.good luk,NO
1944,gotta allanda epa ekenma uba patta singer kenek.ube voice eka me lankwe katwath gnna beh puthe.sira ekenma ube sindu man hemadma ahnawa eth nawattnda beh bn man fan kenk ube,NO
1945,අනෙ සනුක අයියෙ හොද හිතන් කියන්නේ දැන්වත් දිපන්කො විඩියො එක ඇයි වදේ,NO
1946,"Well done bro සුභපතනවා සහෝදරයා උබේ අනාගතයට වල් බිහීවෙලා තියේන සිංහල ගීත කලාව ගොඩදාන්න උබලාවගේ දකශයන්ට පුලුවන් සනුක, නදීමාල්,දිල්මීන් අත්තටම හොද දක්ශයෝ උබලගේ තාත්තලා සීයියල්ලා වගේ උබලගේ නමත් ලංකාවේ සන්ගීත පොතේ ඉහලින්ම නම තියපන් එල",NO
1947,කඳුලු පෙරන් අඬන ලංකාවෙ බූට් සින්දු අහන එක නවත්තලා ගොඩක් දවස්.. මේක නියමයි. එල සහෝ... music also pattai...,NO
1948,සින්දුව සමපුර්නයෙන්ම අහන්නත් කලින් සින්දුවට වහා වැටුනා. නියමයි. මාරම වෙනසක්.. කියා ගන්න බැහැ. සුපිරි.,NO
1949,දවසෙන් වෙලාවක් වෙන්කර ගන්නවමයි මං මේ ගීතයට.අදටත් මට මේ නිර්මාණය පුදුමයක්.සනුක ඔබට ආචාර කරලත් මදි,NO
1950,Lassanai sanuka mn eththatama kemati sinduwata.hithata mkkda kyla therenne hithata sehelluwk denenwa..,NO
1951,සිංහල සිංදු එපා ම වෙච්ච කාලෙක මං ආයෙත් සිංහල සිංදු අහන්න ගත්තේ මිහිදු සහ සනුක නිසා. සනුක ඔබට සුබ පතනවා තවත් මෙවන් නිර්මාණ කිරීමට..,NO
1952,තමුන්ගේ බැදපු මිනිහට ඔහොම සමනලයා කියනකන් මොන ගෑනිද බලන් ඉන්නේ. එක්කෝ මේ හුත්තලා රගනවා අපිට ආතල් දෙන්න නැත්තන් අම්මලා තාත්තලාගේ අර මෙව්වා එක පෙන්නනවා.,YES
1953,මන්ත්‍රී පුටුවට 650 000ක් මුන්ගේ මොළේ තියෙන්නේ පූකේ ද ? තොපිට හෙන ගහනවා.. අපේ බදු වලින් තොපිට වෙන කරන්න දෙයක් නැද්ද.,YES
1954,"වයිෆයි තිබුන කියල පෝන් අප්ඩේට් කරන් යන්න, ගෙදර කෙල ගෙන එන්න එපා ,තොපිට හෙන ගහනවා බිල ගෙවාගන්නෙ බොහොම අමාරුවෙන් හොර පොල් කඩල",YES
1955,ගිය ආත්මෙ කුනු කාපු කපුටො තමා පරන පොටො අවුස්සන්නෙ.. උන් පවුල් පිටින් හැදිගෑවෙවා..යන බස් එක පෙරලියන්.. හෙනගහනවා ඔකුන්ගෙ පරම්පරා 700 කන්ට නැති නැති වෙලා බඩ වෙලිලා මැරියල්ලා ඔකුම්...,YES
1956,දැන් වැඩ බන්. හොටෙල් එකේ දැන් හොට්ඩෝග් වගයක් දුන්නා ඒකෙ මැද්දට දාලා තිබුනේ සෝයාමීට්. හෙන ගහනවා යකෝ කින්ග්බරි එකට,YES
1957,මෙච්චර ලොකු පඩි අරන් මුන් තවත් පඩි ඉලලන්නෙ මොකටද ??? හෙනගහනවා යකෝ තොපිට. ගන්න පඩියටත් යා දෙන්නේ නෑ. සක්කිලි හැත්ත අපේ බදු වලින් පඩි ගන්න.,YES
1958,කොටි/හිටපු කොටි/කොටින්ට උදව් කරපු උන් විසින් දිවියෙකු මරා දැමු ඒ කුජීත මොහොත හෙන ගහනවා ඕකුන්ට...,YES
1959,ටුවිටරේ famous වෙන්න හොඳ මිනිස්සුන්ට අපහාස කරලා ස්වයං වින්දනේ යෙදෙන සම හරක් පරිස්සමින් ... එළියට යන්න... හෙන ගහනවා මේ දවස් වල...,YES
1960,වැහි දෙයියෝ උබට නම් හෙන ගහනවා යකෝ ලයිට් එනකම මං බලා ඉන්නවා තො අකුනු හලා ටිප් එක ඔෆ් කරලා ඇයි බං එම,YES
1961,දිසාපාමොක් Funniest tweep වෙන්න මාරම ගේමක් ඕයි දෙන්නෙ ලොලන්ත. නෙදකින් කොල්ලොන්ගෙ පුකවල් පල පල හෙන ගහනවා ඕයි.,YES
1962,මානව සම්පත් කලමණාකරනය කියන්නෙ මේ ලෝකෙ තියන කාලකණ්ණිම රැකියා වලින් එකක්.ඕකුන්ට වැහි නැති හෙන ගහනවා කරන වැඩ වලට.,YES
1963,වාහනයක් නැති උනත් හීනෙන් පේන්නෙ පෙට්‍රල් යකෝ හෙන ගහනවා,YES
1964,මහතායි කියල දන්නවා යකු. දකින දකින පාරට ඕක කියන්න එපා. තොපිට හෙන ගහනවා,YES
1965,මේ Dialog උන්ට හෙනගහනවා බං. උදේ 99ක් දැම්ම ඒක දවල් වෙද්දි ඉවරයි. හවස දැම්මා 4ට විතර 49ක් ඒකත් දැන් ඉවරයි. කරපු රෙද්දකුත් නෑ.SM විතරයි හිටියෙ,YES
1966,අක්කර 2කක විතරක් කුණු දාන්න කියලා උසාවියෙන් කිව්වම එතන අක්කර 19 වෙනකන් කුණු දාපු උන්...හෙන ගහන්නේ නැ හැබැයි නහය වහන් ගිය එකාට හෙන ගහනවා,YES
1967,හම්මෝ අපි මෙහෙම බැන්නේ නෑ අපේ හාමුදුරුවනේ ගැහැණු ළමුන්ට - ටොෆිට හෙන ගහනව ඔව් හෙන ගහනවා,YES
1968,ඔබගෙ මුදල් පසුම්බියෙන් රුපියල් 10ක් අඩුවීම සුළු දෙයක් වුවද ඔබේ ජන්ගම දුරකථනයෙන් රුපියල් 10ක් අඩුවීම ඔබට දරාගත නොහැකි පාඩුවක් විය හැක,NO
